bailable,energia,volumen,hablado,acustico,instrumental,directo,valencia,popularidad,clave,modo,tempo,genero
0.654,0.483,-8.072,0.175,0.978,0.838,0.29,0.785,13,10,1,139.956,0
0.669,0.436,-12.091,0.0296,0.509,0.893,0.104,0.392,60,6,1,90.005,0
0.693,0.498,-8.39,0.124,0.881,0.89,0.229,0.748,56,0,0,80.021,0
0.686,0.446,-9.182,0.0592,0.879,0.788,0.14,0.114,52,2,0,154.07,0
0.615,0.424,-12.324,0.114,0.968,0.809,0.106,0.178,64,11,0,159.033,0
0.406,0.294,-14.574,0.0693,0.612,0.918,0.429,0.386,60,0,1,65.553,0
0.546,0.0526,-26.207,0.0476,0.632,0.0341,0.111,0.82,50,1,1,74.017,0
0.808,0.241,-9.699,0.18,0.102,0.888,0.109,0.417,58,8,0,80.782,0
0.688,0.304,-21.341,0.318,0.282,0.807,0.0733,0.452,57,1,0,82.957,0
0.706,0.408,-8.366,0.0719,0.859,0.922,0.106,0.587,56,10,0,87.991,0
0.63,0.141,-14.312,0.0423,0.898,0.947,0.111,0.777,52,0,1,81.908,0
0.53,0.175,-7.119,0.16,0.926,0.114,0.103,0.161,60,8,0,171.1,0
0.648,0.54,-7.129,0.0539,0.351,0.759,0.0951,0.249,61,7,1,154.021,0
0.629,0.379,-15.653,0.262,0.217,0.875,0.109,0.112,50,4,1,194.399,0
0.443,0.41,-10.891,0.0899,0.688,0.877,0.105,0.261,58,9,0,82.17,0
0.742,0.358,-10.254,0.114,0.00255,0.228,0.0759,0.668,52,10,0,79.945,0
0.615,0.244,-10.168,0.407,0.491,0.837,0.0781,0.438,57,5,1,183.07,0
0.476,0.135,-20.104,0.0962,0.906,0.67,0.121,0.157,62,10,1,114.822,0
0.722,0.466,-9.503,0.192,0.921,0.179,0.0883,0.0911,60,9,0,82.013,0
0.576,0.193,-18.66,0.865,0.659,0.473,0.154,0.858,57,6,0,86.01,0
0.811,0.35,-11.318,0.0439,0.406,0.907,0.105,0.634,54,1,1,118.001,0
0.722,0.382,-15.275,0.682,0.689,0.693,0.0639,0.541,52,1,1,120.054,0
0.755,0.429,-15.75,0.204,0.603,0.352,0.0944,0.131,57,4,0,71.977,0
0.799,0.423,-12.282,0.0788,0.885,0.0335,0.0865,0.155,58,1,0,123.238,0
0.803,0.323,-11.992,0.422,0.458,0.901,0.145,0.512,50,10,1,75.019,0
0.923,0.473,-8.641,0.407,0.151,0.0,0.0978,0.531,63,5,0,100.018,0
0.906,0.595,-6.345,0.444,0.0203,0.0,0.211,0.666,59,1,1,134.951,0
0.906,0.366,-8.92,0.395,0.231,0.0,0.178,0.238,69,11,0,95.007,0
0.758,0.638,-6.923,0.192,0.115,0.0,0.297,0.456,72,9,1,135.042,0
0.902,0.472,-6.802,0.469,0.0153,0.0,0.0539,0.65,64,1,1,140.046,0
0.839,0.454,-9.09,0.157,0.359,0.0,0.0755,0.804,56,10,0,159.987,0
0.833,0.614,-4.842,0.17,0.13,0.0,0.0858,0.389,69,2,1,100.03,0
0.677,0.33,-11.198,0.149,0.474,0.000871,0.064,0.336,72,2,1,68.985,0
0.942,0.531,-7.51,0.215,0.00236,0.000106,0.0812,0.74,78,1,1,99.027,0
0.883,0.301,-11.48,0.111,0.109,0.000457,0.0778,0.363,68,8,1,119.965,0
0.733,0.722,-5.07,0.0842,0.0359,6.34e-06,0.111,0.29,67,0,1,135.97,0
0.774,0.604,-9.64,0.251,0.133,0.0,0.328,0.725,54,5,0,158.07,0
0.874,0.847,-3.574,0.233,0.00341,0.0,0.29,0.881,70,2,1,134.965,0
0.442,0.737,-5.046,0.109,0.0589,0.0,0.102,0.21,44,7,1,112.93,0
0.774,0.724,-5.164,0.234,0.0104,0.0,0.0517,0.737,59,6,0,140.953,0
0.645,0.487,-8.584,0.352,0.121,0.0,0.0931,0.618,70,4,0,88.893,0
0.91,0.443,-11.183,0.23,0.103,0.0,0.103,0.45,46,8,0,100.982,0
0.594,0.676,-5.808,0.344,0.135,0.0,0.163,0.472,82,2,1,143.477,0
0.717,0.493,-7.146,0.266,0.00578,0.0,0.156,0.258,70,5,0,139.833,0
0.697,0.685,-7.005,0.0712,0.14,0.0,0.0824,0.808,41,7,1,94.06,0
0.851,0.744,-6.83,0.197,0.0878,1.18e-05,0.147,0.645,45,10,0,73.97,0
0.795,0.501,-7.359,0.151,0.0191,0.0,0.11,0.105,54,0,0,150.024,0
0.689,0.586,-6.522,0.141,0.0643,0.0,0.12,0.49,72,1,0,160.037,0
0.784,0.494,-7.235,0.129,0.0686,4.88e-06,0.103,0.642,43,1,1,133.959,0
0.849,0.577,-6.802,0.181,0.0266,0.0,0.104,0.617,69,1,1,144.073,0
0.839,0.451,-11.618,0.392,0.0587,0.0,0.0743,0.749,50,1,1,147.978,0
0.895,0.735,-5.331,0.291,0.402,0.00927,0.109,0.668,68,1,1,118.036,0
0.687,0.828,-7.911,0.456,0.523,0.0,0.34,0.0999,52,6,0,159.934,0
0.655,0.582,-7.998,0.183,0.137,0.0,0.302,0.172,62,6,0,90.005,0
0.782,0.568,-8.074,0.0772,0.0711,0.0203,0.143,0.454,70,2,1,118.033,0
0.82,0.751,-7.336,0.0975,0.212,0.000386,0.107,0.601,58,0,1,124.979,0
0.851,0.54,-10.04,0.357,0.224,0.0,0.071,0.269,71,11,0,136.904,0
0.841,0.695,-5.851,0.296,0.336,0.00171,0.104,0.443,61,10,0,115.958,0
0.514,0.546,-5.853,0.0676,0.306,0.0129,0.134,0.0848,65,2,0,139.565,0
0.742,0.842,-6.421,0.226,0.519,7.61e-06,0.124,0.569,63,2,1,132.993,0
0.811,0.567,-7.581,0.263,0.0188,0.0,0.293,0.49,59,10,0,79.983,0
0.714,0.543,-9.172,0.0969,0.0303,0.0,0.676,0.576,61,0,0,106.916,0
0.853,0.671,-5.281,0.107,0.0722,0.0,0.165,0.758,57,9,0,127.83,0
0.92,0.363,-11.92,0.0933,0.028,0.0118,0.0854,0.558,53,11,1,120.002,0
0.65,0.598,-6.081,0.262,0.606,0.0,0.613,0.265,58,11,1,130.955,0
0.7,0.855,-6.403,0.174,0.23,0.0,0.216,0.59,61,6,0,160.027,0
0.792,0.66,-8.276,0.36,0.11,0.0,0.0954,0.471,45,8,1,90.084,0
0.563,0.655,-7.642,0.387,0.302,0.0,0.211,0.417,60,8,1,95.08,0
0.796,0.513,-8.078,0.119,0.282,0.000548,0.111,0.113,54,1,1,99.02,0
0.829,0.826,-7.952,0.161,0.3,2.94e-05,0.0825,0.925,63,6,1,152.045,0
0.55,0.657,-4.655,0.0577,0.602,0.0,0.112,0.177,60,0,0,78.071,0
0.524,0.736,-5.528,0.207,0.058,0.0,0.178,0.162,57,2,1,109.513,0
0.442,0.427,-11.353,0.193,0.839,2.51e-05,0.0799,0.163,55,1,0,176.299,0
0.726,0.617,-6.397,0.189,0.329,0.0,0.133,0.741,59,10,0,88.11,0
0.654,0.52,-7.89,0.29,0.185,0.0,0.0834,0.206,56,10,1,180.283,0
0.66,0.725,-7.804,0.263,0.0719,0.0,0.335,0.663,53,0,1,125.138,0
0.719,0.778,-8.337,0.348,0.614,0.0,0.137,0.652,57,0,0,140.844,0
0.828,0.694,-7.528,0.121,0.315,0.0,0.144,0.708,58,11,1,147.953,0
0.789,0.652,-7.913,0.159,0.386,0.0,0.186,0.414,53,0,1,106.017,0
0.858,0.455,-7.913,0.149,0.00764,0.0,0.112,0.545,55,1,1,139.98,0
0.73,0.705,-7.154,0.287,0.2,0.0,0.331,0.632,60,0,1,84.959,0
0.71,0.852,-7.602,0.232,0.384,0.0,0.323,0.771,55,11,1,167.0,0
0.614,0.555,-8.519,0.0534,0.206,0.0,0.059,0.35,53,9,0,100.03,0
0.772,0.672,-5.333,0.178,0.288,0.0,0.133,0.655,70,4,0,111.003,0
0.589,0.737,-6.08,0.18,0.425,0.0,0.208,0.615,53,7,0,146.05,0
0.513,0.739,-7.754,0.166,0.0611,0.000329,0.091,0.222,55,9,1,139.944,0
0.744,0.573,-8.068,0.433,0.361,0.0,0.145,0.398,56,7,0,84.967,0
0.838,0.609,-6.44,0.185,0.187,0.0,0.0838,0.582,55,0,0,80.031,0
0.901,0.512,-6.468,0.37,0.00273,0.0,0.0979,0.638,56,1,1,85.012,0
0.431,0.894,-2.673,0.33,0.0951,0.0,0.188,0.604,72,5,0,162.193,0
0.828,0.792,-5.435,0.179,0.182,0.0,0.281,0.777,64,10,0,134.199,0
0.682,0.483,-7.718,0.0451,0.00103,0.0,0.159,0.108,64,10,1,84.012,0
0.705,0.702,-4.783,0.108,0.138,0.0,0.364,0.771,63,0,0,140.059,0
0.849,0.59,-8.367,0.428,0.000545,0.0,0.343,0.656,56,0,1,180.026,0
0.698,0.86,-5.181,0.429,0.0368,0.0,0.0721,0.433,56,11,1,160.904,0
0.784,0.459,-9.74,0.317,0.0847,0.0,0.079,0.618,61,4,0,164.062,0
0.925,0.748,-5.572,0.278,0.0484,0.0,0.101,0.615,62,11,0,92.978,0
0.548,0.892,-4.403,0.597,0.0838,0.0,0.0842,0.671,54,6,0,172.248,0
0.571,0.739,-6.11,0.247,0.00865,5.21e-06,0.158,0.66,69,7,1,83.089,0
0.434,0.764,-5.367,0.276,0.152,0.0,0.425,0.702,55,4,0,92.605,0
0.611,0.66,-5.883,0.0839,0.198,0.0,0.365,0.583,65,11,1,71.544,0
0.702,0.727,-3.443,0.155,0.0827,0.0,0.0831,0.549,52,5,1,155.093,0
0.751,0.786,-7.441,0.383,0.0126,0.0,0.107,0.679,54,3,0,95.989,0
0.782,0.627,-6.509,0.115,0.00233,1.27e-05,0.201,0.485,55,8,0,94.967,0
0.35,0.845,-5.614,0.2,0.0107,0.0,0.123,0.45,63,7,1,99.643,0
0.858,0.484,-7.448,0.277,0.0241,1.8e-06,0.123,0.329,61,6,0,99.992,0
0.927,0.596,-7.058,0.301,0.0979,0.0,0.283,0.914,49,10,0,94.997,0
0.708,0.578,-8.686,0.0631,0.0095,0.0,0.353,0.696,56,6,1,133.03,0
0.633,0.764,-7.212,0.323,0.32,3.4e-06,0.234,0.522,65,0,1,94.971,0
0.607,0.599,-6.886,0.0995,0.33,0.0,0.199,0.562,61,11,1,86.491,0
0.828,0.58,-4.395,0.0941,0.0255,0.0,0.103,0.407,55,7,1,89.973,0
0.396,0.896,-4.398,0.396,0.0309,0.0,0.207,0.632,49,4,0,86.882,0
0.74,0.841,-2.891,0.237,0.023,0.0,0.112,0.673,55,6,0,83.007,0
0.934,0.759,-5.873,0.185,0.0102,0.0,0.0818,0.927,43,6,0,123.857,0
0.88,0.693,-5.201,0.332,0.0599,0.0,0.248,0.767,52,1,1,75.603,0
0.696,0.521,-8.465,0.332,0.302,0.0,0.0565,0.458,82,10,0,100.0,0
0.776,0.724,-4.874,0.216,0.455,0.0,0.109,0.677,64,7,1,74.987,0
0.689,0.564,-6.226,0.136,0.187,0.0,0.0721,0.123,76,2,1,185.023,0
0.703,0.661,-3.885,0.0539,0.0517,0.0,0.34,0.495,70,6,1,149.906,0
0.901,0.676,-7.033,0.251,0.0646,0.0,0.0863,0.452,79,2,1,85.018,0
0.728,0.607,-8.417,0.132,0.133,0.0,0.0864,0.445,76,1,0,129.938,0
0.824,0.584,-7.098,0.221,0.0718,0.0,0.106,0.219,73,10,0,139.965,0
0.689,0.657,-3.632,0.0394,0.127,0.0,0.166,0.234,64,5,0,77.509,0
0.926,0.661,-5.688,0.121,0.313,0.0,0.115,0.561,60,4,0,129.969,0
0.921,0.467,-8.443,0.119,0.0149,0.000238,0.334,0.287,72,1,1,135.995,0
0.892,0.651,-8.645,0.378,0.0989,0.0,0.371,0.599,76,0,0,105.814,0
0.511,0.491,-8.322,0.207,0.105,0.0,0.114,0.711,48,11,1,103.961,0
0.812,0.628,-6.164,0.0682,0.0634,0.0,0.254,0.485,70,10,0,123.004,0
0.639,0.486,-7.761,0.227,0.0603,0.000103,0.121,0.227,52,11,0,171.896,0
0.626,0.526,-4.112,0.0452,0.0485,0.00627,0.107,0.17,66,7,0,127.977,0
0.616,0.669,-5.791,0.32,0.0298,0.0,0.127,0.275,73,1,1,154.056,0
0.722,0.728,-4.458,0.0601,0.198,0.0,0.482,0.509,57,10,0,123.057,0
0.58,0.531,-6.631,0.0776,0.128,0.000127,0.143,0.141,14,5,0,159.786,0
0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,75,7,1,190.05,0
0.861,0.52,-5.498,0.472,0.193,0.0,0.109,0.384,63,10,0,153.899,0
0.406,0.661,-5.142,0.311,0.173,0.0,0.101,0.335,69,8,1,180.206,0
0.585,0.597,-7.499,0.037,0.339,0.0404,0.195,0.227,74,0,1,100.051,0
0.904,0.756,-3.746,0.32,0.0692,0.0,0.339,0.342,72,10,1,140.005,0
0.537,0.624,-8.794,0.325,0.000175,2.2e-06,0.116,0.409,66,11,1,102.315,0
0.776,0.762,-4.356,0.216,0.193,0.0,0.18,0.678,67,0,1,120.039,0
0.943,0.595,-8.372,0.191,0.0673,0.0,0.0839,0.815,71,5,0,117.532,0
0.8,0.656,-5.874,0.114,0.0144,0.0,0.354,0.436,63,5,0,119.921,0
0.794,0.51,-7.314,0.42,0.0505,1.81e-06,0.0562,0.18,74,9,1,167.879,0
0.545,0.601,-7.85,0.298,0.0454,0.0,0.164,0.346,61,1,0,95.848,0
0.737,0.429,-10.252,0.0785,0.632,0.0,0.104,0.147,70,4,0,99.955,0
0.567,0.913,-6.471,0.0736,0.0934,0.000124,0.114,0.792,18,8,1,93.35,0
0.709,0.589,-7.776,0.0433,0.0507,0.0,0.0585,0.58,67,8,0,133.922,0
0.64,0.819,-4.108,0.455,0.533,0.0,0.156,0.623,64,7,1,166.012,0
0.779,0.572,-9.985,0.378,0.157,0.0,0.246,0.647,68,6,0,135.956,0
0.816,0.535,-8.302,0.338,0.147,4.53e-06,0.176,0.435,68,9,1,80.012,0
0.703,0.423,-8.589,0.0406,0.0385,0.0,0.0476,0.265,50,8,0,121.991,0
0.67,0.868,-6.738,0.202,0.177,0.0,0.666,0.679,55,10,0,140.236,0
0.683,0.664,-6.644,0.165,0.0217,0.0,0.347,0.444,52,0,1,148.808,0
0.747,0.538,-5.217,0.044,0.0333,0.0,0.116,0.338,57,1,1,93.937,0
0.546,0.667,-5.236,0.274,0.0152,0.0,0.0895,0.471,69,1,1,87.666,0
0.967,0.646,-4.818,0.0593,0.0242,2.31e-06,0.0916,0.2,59,4,0,124.994,0
0.698,0.66,-7.883,0.052,0.0226,0.0,0.0622,0.451,73,0,1,159.949,0
0.661,0.44,-9.104,0.0803,0.457,0.0,0.128,0.352,80,2,1,149.937,0
0.797,0.64,-6.272,0.194,0.148,0.0,0.209,0.486,72,11,0,100.002,0
0.791,0.587,-5.075,0.0413,0.407,0.0,0.148,0.536,81,3,0,96.057,0
0.926,0.454,-9.932,0.0732,0.036,0.000422,0.0896,0.34,78,6,1,119.969,0
0.951,0.573,-6.002,0.227,0.0667,0.0,0.119,0.42,69,0,0,105.052,0
0.842,0.808,-3.243,0.0491,0.206,0.0,0.258,0.705,62,11,0,145.03,0
0.821,0.684,-5.931,0.333,0.343,1.58e-06,0.234,0.744,73,7,0,100.054,0
0.919,0.622,-7.384,0.0997,0.228,4.24e-06,0.122,0.424,78,1,1,140.022,0
0.671,0.565,-7.401,0.16,0.274,6.51e-05,0.37,0.561,75,11,0,150.014,0
0.836,0.703,-4.731,0.106,0.031,0.0,0.124,0.211,64,0,1,144.959,0
0.754,0.342,-8.677,0.0991,0.073,0.0,0.193,0.423,78,10,0,128.981,0
0.83,0.652,-5.628,0.0475,0.000987,0.0,0.137,0.336,62,1,1,100.005,0
0.906,0.596,-5.88,0.243,0.0578,0.0,0.109,0.701,71,0,0,144.038,0
0.74,0.488,-7.664,0.27,0.234,0.0,0.241,0.584,78,1,0,149.042,0
0.907,0.92,-2.828,0.175,0.396,0.000115,0.263,0.794,67,11,1,129.997,0
0.786,0.847,-6.365,0.141,0.0983,1.22e-06,0.212,0.509,69,11,0,139.904,0
0.894,0.545,-5.819,0.134,0.295,0.0,0.05,0.798,59,4,0,120.047,0
0.678,0.516,-4.601,0.444,0.0523,0.0,0.13,0.11,60,1,1,133.939,0
0.839,0.493,-7.247,0.343,0.151,5.33e-06,0.0806,0.581,57,8,1,130.13,0
0.766,0.437,-10.068,0.122,0.0204,0.0,0.108,0.155,62,1,1,139.974,0
0.834,0.456,-11.683,0.369,0.365,0.0,0.132,0.704,60,0,1,97.655,0
0.771,0.771,-4.732,0.336,0.12,0.0,0.454,0.745,65,8,1,140.994,0
0.808,0.485,-9.378,0.283,0.507,1.22e-05,0.105,0.433,59,5,1,136.009,0
0.754,0.769,-5.138,0.406,0.248,0.0,0.262,0.696,53,10,0,176.002,0
0.8,0.707,-6.474,0.116,0.0288,0.0,0.361,0.281,46,8,1,145.034,0
0.815,0.624,-6.096,0.449,0.389,0.0,0.0724,0.561,57,6,0,139.736,0
0.591,0.8,-4.956,0.286,0.353,0.0,0.247,0.596,79,1,1,139.473,0
0.907,0.51,-7.918,0.398,0.209,0.0,0.111,0.447,59,6,1,141.992,0
0.716,0.68,-4.721,0.309,0.241,0.0,0.202,0.475,71,5,0,140.417,0
0.789,0.679,-6.236,0.275,0.0627,1.94e-06,0.0752,0.541,66,10,0,95.007,0
0.921,0.461,-9.478,0.425,0.0261,0.0,0.109,0.438,42,8,1,130.042,0
0.723,0.554,-7.012,0.356,0.00819,0.000131,0.106,0.102,50,1,1,168.119,0
0.881,0.666,-5.117,0.102,0.134,0.0,0.315,0.475,28,7,0,130.015,0
0.86,0.556,-9.384,0.25,0.527,0.0,0.0979,0.597,43,9,1,109.03,0
0.938,0.567,-9.18,0.278,0.47,0.0,0.0951,0.702,64,1,1,140.098,0
0.844,0.705,-7.604,0.235,0.135,0.0,0.151,0.569,60,1,1,144.065,0
0.746,0.542,-9.917,0.233,0.0929,0.0,0.0714,0.923,43,8,1,139.957,0
0.804,0.607,-12.147,0.0754,0.000123,0.00406,0.159,0.523,57,7,1,130.061,0
0.873,0.8,-5.775,0.364,0.594,0.0,0.089,0.692,63,8,1,140.04,0
0.859,0.734,-6.309,0.102,0.0652,0.0,0.314,0.571,71,1,1,142.037,0
0.626,0.726,-3.944,0.129,0.00337,3.79e-06,0.231,0.702,41,1,1,180.129,0
0.936,0.899,-3.292,0.217,0.258,2.07e-06,0.129,0.813,45,8,1,140.003,0
0.744,0.552,-6.28,0.192,0.138,0.0,0.102,0.577,58,2,1,140.004,0
0.805,0.871,-2.987,0.214,0.009,0.0,0.195,0.926,64,1,1,169.871,0
0.647,0.65,-9.943,0.0735,0.813,0.108,0.292,0.232,38,8,1,79.942,0
0.938,0.559,-6.734,0.312,0.0546,0.0,0.157,0.76,73,10,1,119.901,0
0.597,0.681,-10.175,0.323,0.0598,0.00108,0.389,0.564,52,2,1,97.044,0
0.678,0.672,-5.688,0.0302,0.00959,0.0,0.0868,0.625,70,0,1,136.933,0
0.706,0.607,-10.121,0.314,0.0197,0.0,0.718,0.637,64,6,0,145.957,0
0.648,0.713,-4.696,0.855,0.184,0.0,0.145,0.627,26,9,0,196.558,0
0.827,0.486,-10.023,0.367,0.0272,0.0,0.0502,0.3,59,1,1,104.92,0
0.934,0.402,-10.843,0.294,0.306,1.97e-05,0.0931,0.306,66,7,1,99.954,0
0.86,0.507,-5.776,0.369,0.0408,6.15e-06,0.14,0.15,76,0,0,85.005,0
0.925,0.628,-7.587,0.131,0.0604,0.0,0.358,0.81,69,6,1,120.021,0
0.942,0.788,-3.921,0.102,0.509,0.000323,0.12,0.292,65,1,1,139.987,0
0.921,0.428,-13.323,0.373,0.168,0.000339,0.163,0.51,59,6,0,139.952,0
0.778,0.695,-6.865,0.0913,0.174,0.0,0.151,0.472,56,4,0,149.996,0
0.834,0.538,-5.54,0.246,0.191,0.0,0.113,0.536,73,4,0,97.025,0
0.689,0.701,-9.477,0.237,0.314,0.0,0.123,0.37,78,6,0,94.982,0
0.694,0.493,-8.698,0.0439,0.654,0.00287,0.338,0.4,44,1,1,83.975,0
0.658,0.636,-7.317,0.0669,0.215,0.0,0.0974,0.47,50,11,1,103.055,0
0.837,0.66,-5.961,0.0866,0.0159,2.21e-05,0.115,0.55,50,4,0,94.203,0
0.598,0.708,-4.363,0.284,0.419,0.0,0.0962,0.724,66,3,0,103.056,0
0.487,0.789,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,80,8,1,150.007,0
0.449,0.597,-4.401,0.14,0.347,1.03e-05,0.197,0.505,68,9,0,134.598,0
0.725,0.547,-6.746,0.0599,0.0198,0.000209,0.173,0.41,48,8,1,169.968,0
0.812,0.784,-4.208,0.248,0.136,0.0,0.109,0.38,78,2,1,145.995,0
0.725,0.675,-6.734,0.196,0.00234,0.0,0.0991,0.444,65,7,1,93.058,0
0.721,0.646,-5.652,0.372,0.371,0.0,0.0898,0.19,59,4,0,143.787,0
0.812,0.496,-5.969,0.297,0.271,0.0,0.0955,0.55,79,9,0,109.979,0
0.885,0.543,-6.338,0.2,0.0311,0.0,0.154,0.43,63,2,1,99.026,0
0.789,0.524,-7.942,0.273,0.212,0.0,0.221,0.343,67,1,0,138.064,0
0.856,0.729,-5.095,0.318,0.0319,1.75e-06,0.428,0.37,68,1,1,108.016,0
0.827,0.682,-5.837,0.102,0.0988,0.0,0.225,0.844,61,6,1,130.009,0
0.822,0.586,-6.834,0.112,0.318,0.0,0.113,0.297,69,2,0,118.002,0
0.767,0.66,-4.485,0.243,0.141,0.0,0.098,0.456,59,6,0,100.092,0
0.832,0.721,-5.678,0.103,0.104,2.99e-06,0.0823,0.522,59,6,0,99.89,0
0.848,0.672,-5.728,0.275,0.215,0.0,0.178,0.859,49,10,0,105.131,0
0.843,0.671,-6.672,0.286,0.346,0.0,0.111,0.745,58,2,1,101.942,0
0.903,0.686,-5.065,0.114,0.013,0.0,0.0484,0.686,69,2,1,114.98,0
0.916,0.58,-7.092,0.26,0.0748,0.0,0.123,0.568,63,5,0,102.04,0
0.824,0.716,-4.504,0.0732,0.0608,0.0,0.262,0.329,61,7,0,99.991,0
0.743,0.672,-5.881,0.277,0.153,0.0,0.194,0.275,57,2,0,139.919,0
0.746,0.625,-3.989,0.117,0.116,0.0,0.0834,0.276,56,5,0,144.122,0
0.857,0.541,-7.272,0.283,0.419,1.36e-06,0.108,0.565,67,1,0,101.913,0
0.846,0.6,-8.149,0.203,0.268,0.0,0.104,0.336,61,1,1,100.05,0
0.617,0.537,-5.02,0.378,0.0754,0.0,0.106,0.929,55,10,0,132.458,0
0.584,0.627,-4.607,0.187,0.251,0.0,0.0891,0.528,64,4,1,90.879,0
0.771,0.636,-4.52,0.217,0.115,0.0,0.217,0.741,55,7,1,99.985,0
0.821,0.561,-6.682,0.205,0.0104,0.0,0.0954,0.568,60,7,1,99.981,0
0.707,0.589,-8.347,0.288,0.108,0.0,0.102,0.641,51,5,0,148.154,0
0.711,0.623,-8.617,0.0679,0.0256,0.0,0.399,0.46,66,6,0,119.965,0
0.782,0.459,-7.526,0.207,0.0675,0.0,0.122,0.22,63,2,0,84.983,0
0.829,0.717,-7.112,0.0537,0.493,3.99e-05,0.0767,0.754,53,3,0,119.943,0
0.834,0.676,-6.345,0.165,0.158,0.0,0.113,0.534,34,10,0,101.96,0
0.907,0.531,-6.756,0.114,0.124,0.0044,0.12,0.299,62,10,0,105.012,0
0.72,0.673,-5.886,0.215,0.286,0.0,0.117,0.222,57,4,0,140.171,0
0.573,0.604,-6.583,0.083,0.105,0.0,0.572,0.424,58,7,0,97.766,0
0.809,0.632,-7.626,0.186,0.26,1.05e-05,0.0716,0.519,57,11,0,140.036,0
0.897,0.536,-5.612,0.308,0.398,0.0,0.338,0.71,66,1,0,92.984,0
0.79,0.799,-5.275,0.15,0.123,0.0,0.0575,0.794,59,6,1,100.023,0
0.718,0.717,-7.292,0.236,0.132,1.39e-05,0.132,0.744,55,3,0,156.079,0
0.665,0.735,-6.312,0.111,0.0923,0.0,0.129,0.415,55,5,1,167.986,0
0.705,0.651,-5.794,0.0765,0.079,0.0,0.113,0.569,54,0,0,127.902,0
0.556,0.645,-7.21,0.581,0.136,0.0,0.135,0.476,61,1,0,199.689,0
0.888,0.577,-7.865,0.262,0.101,0.0,0.279,0.477,50,4,0,130.081,0
0.587,0.551,-8.523,0.236,0.106,0.0,0.0545,0.172,56,2,0,71.329,0
0.733,0.7,-5.734,0.194,0.127,0.0,0.104,0.378,55,2,0,89.95,0
0.839,0.699,-6.532,0.439,0.458,1.02e-05,0.0789,0.669,62,7,0,130.015,0
0.776,0.547,-6.367,0.0416,0.0871,0.0,0.353,0.444,54,5,0,112.002,0
0.689,0.686,-5.049,0.419,0.227,0.0,0.0982,0.669,52,4,0,119.993,0
0.49,0.59,-5.763,0.15,0.47,0.0,0.106,0.732,55,1,0,109.112,0
0.738,0.69,-5.726,0.106,0.0848,0.0,0.102,0.692,46,1,1,150.179,0
0.633,0.584,-7.124,0.0483,0.421,0.0,0.166,0.54,54,6,1,122.78,0
0.792,0.538,-6.641,0.337,0.134,1.55e-05,0.101,0.39,56,0,0,140.016,0
0.685,0.698,-4.395,0.168,0.116,0.0,0.149,0.462,54,11,0,95.905,0
0.776,0.72,-7.107,0.0524,0.0668,0.0,0.0751,0.456,49,10,0,103.927,0
0.62,0.658,-5.433,0.0408,0.126,0.0,0.162,0.56,54,5,0,172.035,0
0.79,0.509,-7.165,0.242,0.0372,0.0,0.144,0.354,49,11,0,136.958,0
0.576,0.676,-6.663,0.262,0.212,0.0,0.111,0.474,17,6,1,159.792,0
0.783,0.611,-7.362,0.187,0.165,0.0,0.0939,0.526,56,1,0,97.928,0
0.544,0.474,-9.491,0.281,0.465,0.0,0.152,0.443,49,6,1,100.157,0
0.596,0.655,-7.176,0.39,0.035,0.0,0.152,0.742,54,1,1,128.004,0
0.8,0.668,-5.047,0.27,0.108,5.73e-05,0.0694,0.503,48,4,0,129.999,0
0.824,0.645,-6.324,0.367,0.0173,2.76e-06,0.11,0.457,54,9,1,84.754,0
0.778,0.572,-6.869,0.183,0.173,0.0,0.169,0.715,53,5,0,160.058,0
0.76,0.685,-6.75,0.241,0.157,0.0,0.0978,0.633,53,11,0,155.939,0
0.952,0.614,-6.118,0.171,0.00208,0.000594,0.0856,0.529,47,11,0,122.031,0
0.807,0.755,-4.232,0.232,0.0411,0.0,0.0703,0.676,47,6,0,96.054,0
0.538,0.71,-6.089,0.291,0.109,0.0,0.052,0.702,47,7,0,160.572,0
0.626,0.62,-8.725,0.0834,0.243,1.04e-06,0.105,0.277,51,1,0,103.443,0
0.766,0.66,-5.673,0.117,0.288,0.0,0.0927,0.462,49,4,0,91.999,0
0.66,0.76,-2.794,0.197,0.294,0.03,0.252,0.229,70,1,1,81.952,0
0.906,0.413,-9.044,0.143,0.361,0.0,0.114,0.337,56,9,0,130.039,0
0.918,0.837,-6.792,0.255,0.234,0.0,0.227,0.855,78,1,1,120.017,0
0.806,0.756,-4.093,0.208,0.385,0.0,0.11,0.637,12,7,0,141.97,0
0.694,0.759,-5.667,0.398,0.137,0.0,0.167,0.77,19,10,0,140.055,0
0.574,0.823,-4.322,0.124,0.116,0.0,0.0898,0.256,10,0,0,154.053,0
0.827,0.522,-4.866,0.0845,0.163,1.19e-06,0.109,0.477,11,7,1,151.99,0
0.79,0.677,-5.27,0.104,0.0151,1.06e-05,0.169,0.75,10,7,1,160.001,0
0.712,0.891,-6.457,0.24,0.0557,0.0,0.133,0.799,16,2,1,170.13,0
0.789,0.774,-4.415,0.0614,0.609,0.00122,0.298,0.488,58,2,1,100.077,0
0.737,0.854,-6.414,0.221,0.0475,0.0,0.0905,0.65,71,3,0,150.621,0
