bailable,energia,valencia,acustico,instrumental,popularidad,tempo,genero
0.606,0.789,0.844,0.00213,6.12e-06,24,167.977,1
0.612,0.659,0.393,0.0137,0.0,10,99.137,1
0.69,0.783,0.681,0.0115,0.0,24,176.494,1
0.573,0.831,0.766,0.0401,0.0,21,76.352,1
0.629,0.794,0.325,0.0958,0.0,31,151.029,1
0.843,0.7,0.675,0.127,0.0,66,95.05,1
0.713,0.647,0.694,0.0867,0.0,64,94.036,1
0.916,0.844,0.586,0.0394,0.0,65,95.19,1
0.711,0.885,0.514,0.0199,0.0,49,130.954,1
0.358,0.813,0.439,0.033,0.0,44,157.99,1
0.873,0.816,0.79,0.483,0.0,62,96.067,1
0.666,0.715,0.1,0.0244,0.0,48,85.356,1
0.841,0.738,0.305,0.102,0.0235,60,93.725,1
0.589,0.827,0.386,0.0143,0.00151,65,161.978,1
0.47,0.83,0.587,0.00474,0.0,58,90.967,1
0.613,0.894,0.759,0.114,0.0,32,160.09,1
0.433,0.862,0.722,0.193,0.0,60,200.817,1
0.789,0.881,0.647,0.108,0.0,60,133.301,1
0.488,0.691,0.697,0.0219,0.0,65,156.141,1
0.865,0.924,0.557,0.145,4.43e-05,50,97.523,1
0.767,0.872,0.565,0.153,0.0,59,112.6,1
0.598,0.7,0.558,0.0074,0.0,44,139.48,1
0.707,0.641,0.538,0.00412,0.000184,32,146.066,1
0.717,0.238,0.525,0.356,2.36e-06,46,84.992,1
0.778,0.87,0.481,0.525,0.353,46,82.001,1
0.243,0.717,0.467,0.063,0.0,38,53.06,1
0.545,0.723,0.778,0.0281,0.0,47,84.165,1
0.699,0.634,0.482,0.0416,5.76e-06,30,78.982,1
0.77,0.829,0.797,0.104,0.0,33,160.141,1
0.595,0.628,0.0393,0.136,0.0,41,167.998,1
0.761,0.544,0.778,0.282,0.0,35,84.929,1
0.784,0.675,0.382,0.165,0.0,11,130.02,1
0.598,0.715,0.682,0.214,3.68e-06,22,152.114,1
0.814,0.788,0.731,0.331,0.0,27,81.98,1
0.717,0.411,0.244,0.544,0.000633,50,85.017,1
0.59,0.629,0.206,0.281,0.0,26,82.318,1
0.682,0.562,0.534,0.167,0.0,41,151.787,1
0.83,0.579,0.502,0.117,0.0,36,139.828,1
0.577,0.581,0.592,0.321,1.53e-05,23,102.173,1
0.47,0.733,0.681,0.0481,0.000182,30,77.019,1
0.786,0.909,0.162,0.0198,2.93e-06,30,124.026,1
0.372,0.653,0.0395,0.0364,0.0102,25,84.15,1
0.715,0.721,0.301,0.138,0.0,40,136.865,1
0.809,0.526,0.713,0.351,3.01e-05,50,124.063,1
0.456,0.561,0.319,0.38,0.0,32,82.455,1
0.747,0.673,0.124,0.462,0.00106,24,92.972,1
0.665,0.89,0.281,0.076,2.07e-05,28,139.912,1
0.679,0.694,0.745,0.71,2.52e-06,52,149.911,1
0.676,0.5,0.171,0.0359,0.00164,22,92.039,1
0.624,0.876,0.678,0.29,0.0,32,147.924,1
0.804,0.889,0.601,0.162,0.0,19,91.974,1
0.569,0.795,0.23,0.295,0.0,21,154.107,1
0.625,0.496,0.215,0.293,1.83e-05,25,146.003,1
0.759,0.604,0.472,0.101,0.0,24,84.991,1
0.6,0.757,0.443,0.0335,0.000165,51,73.061,1
0.55,0.758,0.443,0.193,0.0,25,84.592,1
0.702,0.745,0.354,0.015,4.37e-06,36,128.018,1
0.595,0.837,0.313,0.465,0.0,21,102.005,1
0.64,0.83,0.653,0.106,0.0,18,169.891,1
0.764,0.764,0.223,0.628,0.0,17,86.978,1
0.831,0.531,0.193,0.705,0.0,36,119.982,1
0.75,0.76,0.487,0.00975,0.0,21,127.955,1
0.676,0.714,0.397,0.199,0.0,21,79.993,1
0.746,0.619,0.745,0.381,0.0,18,145.769,1
0.735,0.444,0.185,0.101,0.0,32,115.507,1
0.882,0.567,0.746,0.335,0.0,28,85.049,1
0.732,0.674,0.514,0.727,0.0,13,168.113,1
0.893,0.604,0.608,0.107,0.0,19,86.978,1
0.416,0.634,0.778,0.506,0.0,30,72.032,1
0.585,0.817,0.325,0.0079,0.0,38,124.128,1
0.844,0.847,0.663,0.14,0.0,34,91.44,1
0.8,0.7,0.898,0.0943,0.0,31,134.2,1
0.936,0.666,0.231,0.112,4.01e-06,12,135.06,1
0.536,0.948,0.761,0.158,0.0,61,186.068,1
0.755,0.604,0.663,0.382,0.0,62,98.458,1
0.665,0.475,0.785,0.0756,0.0,48,171.255,1
0.723,0.732,0.503,0.11,0.0,73,104.991,1
0.773,0.508,0.496,0.32,0.102,51,133.966,1
0.812,0.626,0.505,0.169,0.0,35,100.968,1
0.669,0.764,0.766,0.202,0.0,29,111.805,1
0.886,0.626,0.856,0.265,0.0,65,93.989,1
0.782,0.819,0.725,0.252,0.0,12,91.824,1
0.719,0.683,0.455,0.0908,0.0,11,140.105,1
0.759,0.822,0.168,0.000826,4.34e-05,10,89.991,1
0.781,0.71,0.317,0.00888,0.003,52,156.068,1
0.869,0.697,0.804,0.00838,0.0,61,95.03,1
0.712,0.868,0.944,0.441,0.0,35,76.268,1
0.934,0.562,0.712,0.0476,1.31e-06,64,96.792,1
0.788,0.859,0.769,0.127,0.0,77,140.027,1
0.598,0.835,0.601,0.0674,0.0,38,178.683,1
0.817,0.647,0.539,0.0163,0.251,47,143.583,1
0.673,0.693,0.638,0.055,0.0,27,136.108,1
0.531,0.759,0.304,0.0706,0.0,48,175.89,1
0.779,0.435,0.525,0.334,0.000114,65,188.223,1
0.635,0.827,0.312,0.0498,0.0,39,89.909,1
0.838,0.609,0.394,0.341,0.0,59,120.073,1
0.674,0.862,0.244,0.0162,0.0,49,142.091,1
0.636,0.864,0.813,0.00574,0.0,43,96.663,1
0.934,0.735,0.768,0.031,8.6e-06,69,101.368,1
0.74,0.832,0.473,0.0179,0.0049,34,86.0,1
0.815,0.713,0.229,0.0155,0.0,28,89.989,1
0.682,0.813,0.435,0.0665,0.0,10,165.439,1
0.665,0.658,0.426,0.00509,0.0,38,90.018,1
0.756,0.349,0.832,0.0739,0.0,28,175.93,1
0.702,0.67,0.782,0.0535,0.0,15,75.975,1
0.886,0.664,0.834,0.213,0.000255,49,148.021,1
0.851,0.824,0.649,0.326,0.0,55,139.945,1
0.754,0.642,0.451,0.0262,0.0,62,89.999,1
0.679,0.697,0.0798,0.0825,1.76e-06,30,94.931,1
0.707,0.765,0.388,0.089,0.0,31,61.956,1
0.44,0.804,0.379,0.112,0.0,27,85.214,1
0.627,0.887,0.23,0.16,0.0,50,94.52,1
0.671,0.803,0.762,0.052,0.000248,40,137.997,1
0.65,0.888,0.34,0.659,4.48e-05,42,91.955,1
0.702,0.687,0.294,0.236,0.0,49,94.74,1
0.831,0.732,0.474,0.118,0.0,42,141.833,1
0.777,0.727,0.614,0.357,0.0,47,150.103,1
0.722,0.884,0.689,0.056,0.0,50,120.203,1
0.559,0.845,0.455,0.0647,0.0,49,185.147,1
0.762,0.583,0.179,0.103,0.0,51,133.033,1
0.693,0.546,0.0398,0.0521,0.0,41,135.989,1
0.547,0.612,0.267,0.0973,0.0,39,91.919,1
0.646,0.632,0.106,0.0516,0.0,53,94.252,1
0.753,0.88,0.23,0.165,0.0,31,98.006,1
0.555,0.801,0.343,0.0423,0.0,19,116.905,1
0.515,0.795,0.742,0.734,0.0,20,98.709,1
0.625,0.805,0.256,0.552,0.0,13,93.328,1
0.495,0.72,0.359,0.0917,0.0,18,178.052,1
0.516,0.747,0.628,0.0805,0.0,42,129.48,1
0.568,0.633,0.5,0.0154,0.0,52,81.304,1
0.584,0.758,0.372,0.215,0.0,50,113.735,1
0.653,0.625,0.509,0.0647,0.0,57,91.074,1
0.503,0.681,0.237,0.194,0.0,52,86.697,1
0.535,0.86,0.386,0.0575,0.00371,53,89.508,1
0.478,0.799,0.493,0.0109,0.0,32,172.105,1
0.703,0.741,0.388,0.322,2.67e-06,40,167.841,1
0.609,0.613,0.498,0.145,0.0,22,91.113,1
0.611,0.676,0.325,0.524,1.71e-05,21,87.078,1
0.574,0.772,0.576,0.254,0.0,23,174.17,1
0.739,0.863,0.415,0.048,0.000343,16,95.027,1
0.784,0.738,0.373,0.0312,0.00334,45,93.988,1
0.611,0.742,0.298,0.356,0.0,45,83.097,1
0.493,0.822,0.329,0.109,0.0,27,86.341,1
0.719,0.739,0.286,0.0849,0.00456,27,88.441,1
0.703,0.743,0.83,0.116,0.0,44,97.939,1
0.634,0.756,0.643,0.0661,1.21e-05,27,88.788,1
0.598,0.826,0.423,0.0897,0.0,42,91.709,1
0.437,0.769,0.344,0.00522,0.0,41,176.214,1
0.485,0.73,0.57,0.596,0.0,41,179.336,1
0.624,0.77,0.885,0.21,0.0,42,127.213,1
0.669,0.72,0.715,0.385,0.0,27,94.967,1
0.708,0.653,0.369,0.0744,0.000208,27,97.131,1
0.773,0.813,0.321,0.0527,0.0,38,117.288,1
0.723,0.65,0.755,0.275,0.0,52,93.795,1
0.424,0.677,0.444,0.000464,0.0167,30,74.429,1
0.841,0.653,0.37,0.0403,0.000257,30,127.013,1
0.763,0.68,0.604,0.207,0.0,53,90.01,1
0.611,0.706,0.897,0.167,0.0,43,91.434,1
0.669,0.682,0.246,0.0766,0.000286,41,174.089,1
0.675,0.705,0.672,0.276,0.0,35,85.064,1
0.683,0.835,0.471,0.0943,0.0,39,91.248,1
0.652,0.687,0.353,0.0652,0.0,17,92.34,1
0.683,0.79,0.523,0.266,0.0,26,96.008,1
0.627,0.838,0.733,0.258,0.0,20,89.323,1
0.729,0.606,0.516,0.0125,0.0,31,114.527,1
0.623,0.965,0.478,0.105,0.0,26,92.54,1
0.624,0.474,0.482,0.156,1.25e-05,17,129.309,1
0.781,0.705,0.276,0.377,0.0,40,93.973,1
0.622,0.675,0.602,0.00321,0.0,34,127.894,1
0.506,0.899,0.517,0.00962,0.0,28,81.161,1
0.774,0.625,0.675,0.191,0.0,46,158.065,1
0.663,0.637,0.345,0.267,0.0,37,90.208,1
0.835,0.576,0.754,0.308,2.24e-06,44,87.645,1
0.643,0.925,0.676,0.184,0.0,26,93.291,1
0.845,0.785,0.193,0.0145,0.0,29,126.04,1
0.646,0.765,0.332,0.374,0.0,24,87.97,1
0.728,0.861,0.811,0.119,0.0,39,121.442,1
0.6,0.854,0.737,0.234,0.0,32,93.924,1
0.68,0.689,0.587,0.0692,0.0,44,94.933,1
0.754,0.701,0.448,0.327,0.0,46,122.297,1
0.709,0.874,0.832,0.0114,0.0,61,88.546,1
0.866,0.818,0.747,0.0137,0.0,50,103.332,1
0.893,0.721,0.801,0.32,0.0,46,94.58,1
0.889,0.816,0.777,0.472,0.0,76,96.056,1
0.774,0.485,0.392,0.00557,2.31e-06,53,156.001,1
0.778,0.578,0.758,0.432,0.0,74,84.487,1
0.769,0.675,0.803,0.000722,0.000149,59,101.884,1
0.83,0.797,0.886,0.00257,0.0,51,90.229,1
0.699,0.926,0.756,0.00183,6.68e-06,31,97.842,1
0.947,0.354,0.36,0.0455,5.71e-05,55,100.087,1
0.801,0.908,0.805,0.00253,0.000655,77,87.279,1
0.646,0.927,0.605,0.0428,0.0,53,98.389,1
0.935,0.552,0.615,0.111,0.0,82,99.993,1
0.617,0.684,0.295,0.0545,0.0,48,132.113,1
0.901,0.697,0.67,0.145,0.0,75,93.941,1
0.697,0.7,0.186,0.00756,0.00171,38,134.939,1
0.887,0.594,0.663,0.204,1.54e-06,71,139.97,1
0.789,0.576,0.423,0.0382,0.0,65,139.964,1
0.521,0.841,0.669,0.315,1.31e-06,56,103.51,1
0.908,0.402,0.569,0.241,0.0,71,86.005,1
0.929,0.562,0.254,0.0521,0.0,44,129.979,1
0.862,0.648,0.637,0.0455,0.0,72,98.012,1
0.891,0.675,0.562,0.11,0.0,74,127.012,1
0.783,0.568,0.636,0.0243,0.0,59,150.11,1
0.81,0.69,0.618,0.0373,0.0,67,139.97,1
0.778,0.621,0.213,0.162,0.0,26,95.596,1
0.813,0.757,0.646,0.516,0.0,50,92.996,1
0.912,0.721,0.444,0.0689,0.00148,57,96.139,1
0.617,0.878,0.823,0.00192,0.0639,23,193.445,1
0.79,0.728,0.403,0.366,0.0,62,96.978,1
0.742,0.63,0.123,0.0244,2.77e-06,52,90.905,1
0.717,0.542,0.493,0.00139,0.0,32,79.9,1
0.583,0.692,0.595,0.193,0.0,60,174.141,1
0.934,0.459,0.697,0.0516,0.0,65,103.04,1
0.89,0.716,0.656,0.174,0.000589,59,99.988,1
0.762,0.561,0.739,0.407,0.000773,17,102.993,1
0.813,0.703,0.241,0.125,1.26e-06,68,94.828,1
0.708,0.447,0.0384,0.0271,0.000728,56,89.62,1
0.769,0.691,0.681,0.00197,0.0,58,96.792,1
0.642,0.886,0.468,0.162,0.000573,35,94.693,1
0.69,0.834,0.58,0.0162,0.0,52,172.392,1
0.712,0.726,0.464,0.0168,0.0,47,97.041,1
0.763,0.9,0.555,0.254,0.0,40,103.641,1
0.699,0.91,0.249,0.19,0.00106,41,89.074,1
0.711,0.62,0.805,0.0175,0.0,61,179.817,1
0.532,0.629,0.545,0.26,0.0,42,94.03,1
0.638,0.707,0.509,0.211,0.00243,33,89.111,1
0.773,0.764,0.53,0.126,1.14e-05,47,91.301,1
0.683,0.902,0.724,0.219,0.000761,63,90.447,1
0.724,0.841,0.476,0.0633,3.68e-05,56,84.991,1
0.765,0.88,0.929,0.176,1e-05,64,168.96,1
0.743,0.652,0.544,0.0231,0.00388,60,92.876,1
0.774,0.586,0.642,0.0234,0.000726,59,85.075,1
0.765,0.601,0.368,0.0225,0.0,55,85.928,1
0.636,0.674,0.464,0.015,1.01e-05,44,102.161,1
0.903,0.747,0.741,0.0371,0.0,32,98.104,1
0.551,0.927,0.839,0.0508,0.0,55,171.4,1
0.825,0.725,0.704,0.0852,4.27e-06,56,89.872,1
0.81,0.839,0.576,0.024,0.318,37,96.104,1
0.614,0.543,0.485,0.00776,3.28e-05,64,178.422,1
0.83,0.795,0.402,0.0348,1.08e-06,50,105.525,1
0.805,0.653,0.257,0.138,0.0,55,100.349,1
0.803,0.784,0.801,0.0012,0.000161,68,90.185,1
0.687,0.373,0.495,0.000186,0.0117,50,110.504,1
0.805,0.49,0.952,0.0614,0.0,30,95.826,1
0.788,0.864,0.665,0.0956,0.0,47,133.295,1
0.688,0.812,0.26,0.581,0.863,39,101.579,1
0.857,0.764,0.579,0.0402,0.0,59,93.071,1
0.884,0.721,0.807,0.0734,0.0,22,91.069,1
0.854,0.667,0.666,0.269,0.0,24,100.979,1
0.725,0.737,0.219,0.000633,0.00417,62,77.161,1
0.823,0.547,0.483,0.0547,0.0,50,77.791,1
0.52,0.849,0.563,0.412,9.95e-06,43,77.924,1
0.785,0.626,0.695,0.073,0.0,38,88.013,1
0.511,0.825,0.699,0.09,0.0,45,175.221,1
0.622,0.711,0.734,0.186,0.0,58,173.396,1
0.9,0.619,0.864,0.203,0.00156,65,94.121,1
0.704,0.701,0.618,0.549,0.0,59,92.032,1
0.775,0.451,0.559,0.296,6.31e-06,58,92.986,1
0.778,0.596,0.437,0.0197,0.0,48,88.931,1
0.644,0.946,0.53,0.121,1.59e-06,27,88.828,1
0.728,0.723,0.586,0.024,3.71e-05,48,86.003,1
0.884,0.334,0.571,0.0476,0.0588,58,98.315,1
0.878,0.851,0.404,0.00228,0.00125,51,99.014,1
0.586,0.795,0.694,0.354,0.0,47,94.101,1
0.654,0.418,0.13,0.0529,0.00131,42,95.988,1
0.425,0.446,0.095,0.44,0.172,47,179.552,1
0.559,0.918,0.235,0.0272,0.0572,42,84.647,1
0.811,0.315,0.3,0.447,0.199,61,139.993,1
0.839,0.563,0.136,0.279,0.0,51,140.036,1
0.82,0.57,0.0971,0.474,0.000347,55,133.908,1
0.879,0.591,0.0748,0.431,0.118,49,134.99,1
0.834,0.421,0.093,0.177,1.41e-05,51,130.03,1
0.84,0.444,0.376,0.532,0.000884,68,131.999,1
0.793,0.615,0.686,0.00774,0.000103,45,79.958,1
0.886,0.316,0.0389,0.0987,0.0166,61,135.006,1
0.666,0.577,0.207,0.017,0.869,46,148.107,1
0.833,0.646,0.295,0.458,0.387,47,115.005,1
0.699,0.489,0.0739,0.365,4.2e-05,62,134.017,1
0.838,0.816,0.55,0.136,0.000437,54,120.003,1
0.811,0.337,0.157,0.033,0.00804,37,118.027,1
0.599,0.509,0.04,0.0446,0.00367,48,134.966,1
0.552,0.598,0.442,0.000423,0.139,49,77.567,1
0.567,0.717,0.701,0.0301,0.0,35,159.66,1
0.719,0.538,0.275,0.0415,0.104,51,85.99,1
0.722,0.791,0.332,0.143,0.0,54,160.061,1
0.69,0.4,0.14,0.199,0.0414,33,95.992,1
0.853,0.39,0.133,0.197,3.82e-05,39,125.003,1
0.64,0.386,0.0375,0.0754,0.0168,38,119.978,1
0.879,0.564,0.523,0.0474,9.43e-06,68,93.908,1
0.828,0.686,0.617,0.273,0.0,68,91.713,1
0.814,0.779,0.544,0.175,0.000671,18,93.43,1
0.92,0.543,0.463,0.0208,0.0,26,92.961,1
0.489,0.692,0.527,0.0322,0.00608,75,96.946,1
0.779,0.677,0.715,0.00349,0.0,48,169.986,1
0.748,0.773,0.873,0.152,0.0,24,77.895,1
0.504,0.782,0.66,0.0506,0.0,52,170.606,1
0.802,0.785,0.435,0.14,0.0,11,99.998,1
0.538,0.675,0.519,0.245,0.0,62,78.985,1
0.763,0.786,0.504,0.0146,0.0114,73,93.857,1
0.709,0.915,0.576,0.0226,0.000282,39,91.611,1
0.873,0.719,0.858,0.03,0.0,75,93.281,1
0.773,0.947,0.464,0.117,0.0,54,102.146,1
0.658,0.87,0.791,0.0275,0.0,31,91.647,1
0.724,0.853,0.775,0.0164,0.0,69,170.51,1
0.794,0.614,0.663,0.0964,0.0,68,80.569,1
0.678,0.77,0.412,0.00583,0.0,62,90.0,1
0.797,0.852,0.674,0.0432,3.97e-06,65,95.416,1
0.906,0.775,0.838,0.0831,2.74e-05,59,100.054,1
0.909,0.598,0.234,0.0208,0.0,41,91.012,1
0.867,0.645,0.707,0.0131,0.0,25,82.041,1
0.875,0.658,0.661,0.275,0.0,66,92.039,1
0.937,0.711,0.871,0.0188,0.0,32,100.039,1
0.704,0.873,0.742,0.121,5.12e-06,66,154.914,1
0.771,0.912,0.616,0.0136,1.38e-06,53,92.516,1
0.819,0.57,0.694,0.00267,0.0,50,176.241,1
0.665,0.91,0.887,0.0394,0.0,66,84.099,1
0.787,0.671,0.637,0.00132,0.0,54,81.897,1
0.671,0.737,0.197,0.0338,0.00344,61,90.519,1
0.724,0.887,0.745,0.134,0.0,55,90.945,1
0.85,0.837,0.737,0.00956,0.0,57,98.694,1
0.819,0.781,0.322,0.314,0.0,52,155.826,1
0.665,0.836,0.557,0.0164,5.78e-05,45,134.07,1
0.484,0.855,0.619,0.00269,0.000157,50,130.554,1
0.464,0.649,0.283,0.00665,0.0,42,87.073,1
0.607,0.738,0.564,0.128,3.44e-05,45,90.645,1
0.753,0.581,0.417,0.151,0.0,45,89.863,1
0.509,0.779,0.562,0.332,8.35e-06,37,143.942,1
0.796,0.587,0.215,0.0132,0.0,10,93.014,1
0.69,0.797,0.469,0.0818,0.0,45,127.685,1
0.632,0.882,0.619,0.287,0.0,12,108.377,1
0.708,0.711,0.475,0.0599,0.0,49,185.974,1
0.626,0.76,0.407,0.0654,9.15e-06,52,99.092,1
0.497,0.848,0.479,0.342,0.00491,56,86.397,1
0.426,0.835,0.545,0.0318,0.0,44,94.096,1
0.837,0.692,0.346,0.142,6.29e-06,48,126.016,1
0.607,0.518,0.242,0.0393,0.0,43,76.196,1
0.782,0.657,0.591,0.0159,4.86e-06,52,133.97,1
0.493,0.761,0.455,0.124,0.0,42,96.295,1
0.65,0.661,0.173,0.00993,1.11e-05,47,94.914,1
0.58,0.517,0.343,0.103,0.0,43,177.699,1
0.56,0.74,0.466,0.0828,0.0,50,91.959,1
0.404,0.702,0.543,0.12,1.41e-05,39,175.753,1
0.422,0.863,0.363,0.0531,0.0,15,92.831,1
0.529,0.817,0.505,0.286,0.0,41,98.316,1
0.452,0.613,0.196,0.0782,6.76e-06,40,164.863,1
0.778,0.712,0.181,0.212,1.59e-06,43,117.944,1
0.888,0.426,0.213,0.00385,1.04e-05,28,143.043,1
0.859,0.699,0.403,0.254,0.0,47,137.972,1
0.815,0.695,0.52,0.141,0.0,47,103.989,1
0.742,0.714,0.481,0.135,0.0028,55,179.756,1
0.704,0.685,0.556,0.117,0.0,52,92.851,1
0.802,0.682,0.589,0.505,0.0,39,96.896,1
0.71,0.618,0.634,0.349,1.81e-06,54,91.02,1
0.478,0.729,0.532,0.0714,0.0,19,85.151,1
0.868,0.51,0.497,0.469,0.0,49,134.193,1
0.66,0.762,0.49,0.0231,0.0,41,95.916,1
0.569,0.798,0.476,0.069,0.0,57,93.446,1
0.799,0.903,0.617,0.21,0.0,34,140.117,1
0.735,0.638,0.601,0.351,0.0,56,97.824,1
0.68,0.769,0.264,0.0987,2.08e-06,38,90.09,1
0.76,0.782,0.503,0.0787,0.0,44,95.151,1
0.474,0.679,0.0775,0.121,0.0,36,129.881,1
0.635,0.707,0.296,0.284,0.0,36,84.698,1
0.691,0.793,0.428,0.00211,0.0,43,119.562,1
0.805,0.556,0.601,0.365,0.0,43,83.002,1
0.53,0.592,0.0894,0.0841,0.0,37,84.979,1
0.615,0.705,0.284,0.0316,0.0,41,104.335,1
0.856,0.652,0.408,0.601,7.76e-05,32,141.08,1
0.587,0.879,0.57,0.107,0.0,13,138.813,1
0.78,0.525,0.54,0.0377,1.01e-05,10,140.096,1
0.784,0.688,0.365,0.0253,0.0,36,121.919,1
0.584,0.655,0.539,0.394,2e-05,52,98.008,1
0.768,0.943,0.822,0.219,1.04e-06,58,125.139,1
0.768,0.779,0.389,0.596,0.00144,48,108.014,1
0.807,0.736,0.622,0.531,3.66e-06,39,113.011,1
0.906,0.728,0.167,0.264,0.0,41,117.083,1
0.664,0.854,0.754,0.111,0.0,22,125.411,1
0.814,0.576,0.702,0.597,6.29e-05,42,131.978,1
0.868,0.748,0.638,0.293,0.0,40,119.887,1
0.854,0.618,0.44,0.116,0.0,44,99.96,1
0.69,0.486,0.538,0.135,0.000499,55,102.964,1
0.712,0.84,0.299,0.221,0.0,53,150.163,1
0.82,0.782,0.608,0.0315,0.0,48,144.962,1
0.747,0.52,0.601,0.0977,0.0537,70,92.869,1
0.785,0.793,0.655,0.22,0.718,60,88.902,1
0.744,0.849,0.621,0.409,0.0,50,97.995,1
0.692,0.744,0.0612,0.00868,0.000423,77,171.374,1
0.78,0.768,0.507,0.0371,2.34e-06,74,80.063,1
0.494,0.724,0.534,0.00589,0.0,39,86.24,1
0.685,0.686,0.682,0.0036,0.0,54,94.188,1
0.84,0.798,0.695,0.045,4.32e-05,63,100.175,1
0.464,0.785,0.705,0.0241,0.0,30,164.223,1
0.697,0.943,0.754,0.00269,0.0,55,99.468,1
0.803,0.444,0.584,0.031,0.0227,64,92.035,1
0.785,0.556,0.601,0.0288,0.0,41,98.836,1
0.859,0.792,0.766,0.065,0.0,65,103.201,1
0.813,0.897,0.863,0.0157,0.00106,56,93.029,1
0.794,0.773,0.553,0.00286,0.000272,54,92.465,1
0.887,0.539,0.56,0.00942,0.0,42,82.024,1
0.763,0.541,0.885,0.466,0.0,53,90.032,1
0.652,0.814,0.788,0.164,0.0,56,91.888,1
0.672,0.761,0.731,0.0514,0.0,48,102.192,1
0.754,0.575,0.561,0.0977,0.0,41,180.389,1
0.825,0.914,0.782,0.0535,0.0,42,106.242,1
0.869,0.687,0.668,0.0208,1e-06,16,96.006,1
0.615,0.648,0.26,0.0411,0.0,63,169.912,1
0.729,0.672,0.595,0.0265,0.0,62,159.903,1
0.842,0.587,0.135,0.00941,0.000337,51,145.016,1
0.696,0.801,0.536,0.0469,0.0,62,93.003,1
0.742,0.649,0.446,0.0248,0.0,34,169.951,1
0.821,0.912,0.574,0.213,0.0,31,106.001,1
0.733,0.883,0.519,0.0299,1.15e-06,41,111.023,1
0.823,0.564,0.348,0.151,0.0,57,131.988,1
0.769,0.632,0.294,0.0325,0.0,68,131.932,1
0.751,0.597,0.159,0.0659,0.0,60,123.997,1
0.634,0.665,0.611,0.0172,0.0,39,131.108,1
0.592,0.701,0.282,0.0451,0.0,65,129.501,1
0.456,0.76,0.189,0.0337,0.0,54,148.063,1
0.842,0.498,0.32,0.0747,0.0,55,150.933,1
0.45,0.449,0.139,0.00791,0.0,47,135.45,1
0.754,0.909,0.591,0.138,0.0,60,126.994,1
0.457,0.895,0.236,0.00112,0.0,35,139.923,1
0.651,0.741,0.386,0.00293,1.2e-05,61,168.02,1
0.786,0.625,0.216,0.293,0.0,55,123.983,1
0.795,0.568,0.478,0.0541,0.0,76,136.173,1
0.835,0.584,0.171,0.057,0.0,51,119.987,1
0.799,0.826,0.323,0.0413,0.0,43,100.033,1
0.541,0.734,0.321,0.0621,0.0,64,162.304,1
0.893,0.48,0.382,0.00854,0.0,69,86.976,1
0.725,0.692,0.298,0.00841,0.0,52,169.025,1
0.8,0.523,0.379,0.00108,0.0,58,147.057,1
0.814,0.743,0.367,0.152,0.0,74,107.996,1
0.779,0.777,0.391,0.308,0.0,39,100.971,1
0.782,0.436,0.243,0.331,1.3e-05,73,82.994,1
0.835,0.413,0.111,0.373,0.00133,74,149.004,1
0.845,0.399,0.148,0.00525,0.74,67,143.049,1
0.875,0.878,0.381,0.0966,0.0,61,100.042,1
0.719,0.766,0.639,0.37,0.0,46,83.973,1
0.887,0.573,0.237,0.332,0.0,46,133.026,1
0.876,0.786,0.575,0.0627,0.0,80,153.068,1
0.939,0.551,0.42,0.0311,0.0,75,118.552,1
0.917,0.786,0.441,0.0403,0.0,60,143.038,1
0.651,0.833,0.443,0.0214,0.0,66,155.051,1
0.587,0.772,0.0918,0.864,0.0,37,105.996,1
0.892,0.559,0.438,0.0636,0.0,54,121.93,1
0.594,0.823,0.46,0.00829,0.0,44,71.087,1
0.545,0.975,0.609,0.17,0.0,66,123.906,1
0.875,0.6,0.0906,0.0189,0.0143,64,119.987,1
0.656,0.675,0.475,0.0303,0.0,54,162.839,1
0.693,0.607,0.607,0.319,0.0,54,98.969,1
0.864,0.39,0.105,0.476,0.0,57,139.996,1
0.67,0.788,0.292,0.00225,0.0,55,82.498,1
0.717,0.598,0.496,0.22,0.0,82,153.905,1
0.765,0.777,0.64,0.308,0.0,38,155.947,1
0.553,0.626,0.666,0.335,0.0,43,175.746,1
0.81,0.752,0.882,0.0722,0.0,23,136.038,1
0.731,0.518,0.503,0.549,0.0,17,130.081,1
0.751,0.646,0.863,0.627,0.0,20,139.883,1
0.82,0.781,0.689,0.436,0.0,47,142.049,1
0.493,0.363,0.148,0.0978,2.66e-06,23,78.756,1
0.773,0.681,0.301,0.746,0.0,29,79.953,1
0.675,0.415,0.696,0.318,0.0,27,79.394,1
0.699,0.619,0.757,0.269,0.0,18,172.003,1
0.571,0.519,0.779,0.837,0.0,53,155.823,1
0.598,0.528,0.363,0.618,0.0,19,144.847,1
0.688,0.437,0.397,0.636,0.0,18,79.998,1
0.76,0.495,0.579,0.08,0.0,14,118.036,1
0.839,0.804,0.299,0.454,0.0,37,132.951,1
0.621,0.392,0.325,0.483,0.00865,36,152.271,1
0.664,0.796,0.547,0.131,0.0,20,80.011,1
0.635,0.547,0.464,0.604,0.0,31,76.046,1
0.808,0.578,0.652,0.423,0.0,28,93.041,1
0.847,0.433,0.587,0.116,0.0,26,80.036,1
0.577,0.556,0.359,0.581,0.0,14,143.791,1
0.759,0.656,0.587,0.348,0.0,47,140.108,1
0.629,0.686,0.864,0.282,0.0,23,177.706,1
0.65,0.773,0.556,0.438,1.25e-05,21,81.961,1
0.761,0.371,0.729,0.406,0.0,32,81.997,1
